pair_id,similarity_type,candidate_id,job_id,candidate_title,job_title,candidate_skills,job_requirements,predicted_similarity,human_label
262,medium,14306,11833,"Nhân Viên Văn Phòng, Kế Toán",Công Ty TTTI Tuyển Nam Nữ Lao Động Thời Vụ,"['kế toán cơ bản', 'excel', 'word', 'phần mềm kế toán (misa, Fast)', 'sắp xếp tài liệu', 'kỹ năng giao tiếp', 'cẩn thận', 'trung thực']",CÔNG TY TTI TUYỂN 100 NAM/NỮ LÀM THỜI VỤ TẠI KHU CHẾ XUẤT TÂN THUẬN . __________________ ==> TỔNG THU NHẬP : 8 TRIỆU/THÁNG ~ 11 TRIỆU/THÁNG . ==> THỦ TỤC NHẬN VIỆC : CMND/CCCD GỐC + 2 CMND/CCCD PHOTO + 2 HÌNH 3×4 ( HỒ SƠ BỔ SUNG SAU ) . ___________________ I . ĐIỀU KIỆN TUYỂN DỤNG - Nam/Nữ từ 18 ~ 40 tuổi ( chấp nhận đi ca và tăng ca ) . II . ĐỊA CHỈ CÔNG TY - Công Ty TTI _ Đường 16 ( khu chế xuất Tân Thuận ) _ Phường Tân Thuận Đông _ Quận 7 _ TP HCM . III . MỨC LƯƠNG- Lương ca 8 giờ ngày : 225.000đ/ 1 ngày công . - Lương ca 8 giờ đêm : 282.000₫/ 1 ngày công . - Lương ca 12 giờ ngày : 369.000₫/ 1 ngày công . - Lương ca 12 giờ đêm : 426.000₫/ 1 ngày công . - Tăng ca : 36.000₫/ 1 giờ . - Phụ cấp ca đêm : 57.000đ/ 1 đêm . - Phụ cấp chuyên cần : 300.000₫/ 1 tháng . IV . LIÊN HỆ TRỰC TIẾP : 0702 145 127- Vui lòng gọi trực tiếp bộ phận tuyển dụng để được xếp lịch phỏng vấn . - Tuyệt đối không thu hay nhận bất kỳ chi phí nào của người xin việc .,0.568,
263,random,14306,2879,"Nhân Viên Văn Phòng, Kế Toán",Backend Developers,"['kế toán cơ bản', 'excel', 'word', 'phần mềm kế toán (misa, Fast)', 'sắp xếp tài liệu', 'kỹ năng giao tiếp', 'cẩn thận', 'trung thực']","•At least 2-3 years on Web Development.•Experience with PHP and Node.js / TypeScript.•Experience with RESTful / GraphQL APIs and system integrations. •Experience with SQL databases, and NoSQL.•Experience with Gitlab, Docker and CI/CD.•Experience with AWS is a plus. •Strong knowledge in PHP and JavaScript language and framework NodeJS / TypeScript.•In-depth understanding of the capabilities and constraints of the following frameworks •Laravel ,Drupal ,Vue.js,React •Professional knowledge multi-platforms, network programming computer science fundamentals in data structures and design patterns..., and any new technology/language implied by work-related technology evolution.•Very good at research and development.•Flexibility and ability to adapt new technical changes as per project need.•Experienced with web frontend and cloud platforms is a plus. •Experienced on Web security (OWASP,..) is a plus.",0.285,
264,medium,22704,11479,Nhân Viên Buồng Phòng,Nhân viên Chăm sóc khách hàng,"['dọn dẹp vệ sinh', 'sắp xếp đồ đạc', 'sử dụng hóa chất an toàn', 'làm việc độc lập', 'chăm chỉ, Trung thực', 'chú ý chi tiết']","Tốt nghiệp trình độ trung cấp, cao đẳng trở lên trở lên, ưu tiên thuộc các chuyên ngành: Kinh tế, thương mại, quản trị kinh doanh, du lịch, ngoại ngữ… - Có chuyên môn, kinh nghiệm về trực tổng đài điện thoại, chăm sóc khách hàng, bán hàng là một lợi thế - Kỹ năng giao tiếp, trình bày thông tin tốt. - Số năm kinh nghiệm: từ 01 năm trở lên. - Thành thạo các kỹ năng máy văn phòng. - Trách nhiệm, trung thực, nhanh nhẹn và ham học hỏi.",0.522,
265,random,22704,10038,Nhân Viên Buồng Phòng,CÔNG TY ĐIỆN TỬ ĐAN MẠCH TUYỂN 500 NỮ LAO ĐỘNG CHÍNH THỨC TẠI KHU CÔNG NGHỆ CAO .,"['dọn dẹp vệ sinh', 'sắp xếp đồ đạc', 'sử dụng hóa chất an toàn', 'làm việc độc lập', 'chăm chỉ, Trung thực', 'chú ý chi tiết']",- Làm trong ngành điện tử chuyên sản xuất linh kiện điện thoại & tai nghe và máy trợ thính . - Được trang bị đầy đủ bảo hộ lao động khi đi làm tại công ty . - Không cần kinh nghiệm hay bằng cấp .- Được đào tạo nghề khi nhận việc .,0.265,
266,medium,20214,14237,Nhân Viên Kĩ Thuật,Nhân viên kế hoạch,"['kỹ năng sửa chữa, Bảo trì máy móc', 'đọc hiểu bản vẽ kỹ thuật', 'kiến thức về hệ thống điện, Cơ khí', 'xử lý sự cố kỹ thuật', 'làm việc nhóm và độc lập', 'thành thạo các công cụ đo lường chuyên dụng']","• Nhiệt huyết với công việc • Chăm chỉ chịu khó, có trách nhiệm • Tiếng Trung thành thạo 4 kỹ năng, nhanh nhẹn, chăm chỉ, chịu khó",0.524,
267,random,20214,9195,Nhân Viên Kĩ Thuật,Project Manager (Japanese) Tại Hà Nội - Up To $4000,"['kỹ năng sửa chữa, Bảo trì máy móc', 'đọc hiểu bản vẽ kỹ thuật', 'kiến thức về hệ thống điện, Cơ khí', 'xử lý sự cố kỹ thuật', 'làm việc nhóm và độc lập', 'thành thạo các công cụ đo lường chuyên dụng']","Ít nhất 03 năm kinh nghiệm ở vị trí tương đương, đã từng quản lý các dự án quy mô trên (10) ngườiTiếng Nhật N2 trở lênCó kiến thức nền tảng về phát triển phần mềmKỹ năng quản lý công việc, giám sát quy trình tốt và linh hoạt trong giải quyết vấn đề Có khả năng build team Tính chủ động cao trong công việc và chịu áp lực tốtCó kinh nghiệm làm việc với mô hình Agile/Scrum.",0.354,
268,high,30990,682,Kế Toán Nội Bộ,Kế Toán Tổng Hợp,"['kế toán tổng hợp', 'phần mềm kế toán misa, Fast', 'kiểm soát chi phí', 'lập báo cáo tài chính nội bộ', 'phân tích số liệu kế toán', 'tuân thủ luật kế toán và thuế']","- Tốt nghiệp Đại học trở lên chuyên ngành kế toán, kinh tế, quản trị kinh doanh,…- Có kinh nghiệm từ 1 năm trở lên ở vị trí kế toán tổng hợp hoặc các vị trí tương đương;- Có khả năng xử lý tình huống, giao tiếp trôi chảy, kỹ năng thuyết phục thương thảo tốt;- Chịu được áp lực trong công việc, có tinh thần cầu tiến, trách nhiệm, nhanh nhẹn và nhiệt tình;- Thành thạo vi tính, tin học văn phòng, phần mềm kế toán như Misa, FAST, internet.",0.921,
269,medium,30990,11836,Kế Toán Nội Bộ,KẾ TOÁN TỔNG HỢP,"['kế toán tổng hợp', 'phần mềm kế toán misa, Fast', 'kiểm soát chi phí', 'lập báo cáo tài chính nội bộ', 'phân tích số liệu kế toán', 'tuân thủ luật kế toán và thuế']","- Ít nhất 3 năm kinh nghiệm kế toán tổng hợp, thành thạo các công việc liên quan đến Kế toán thuế; - Tốt nghiệp chuyên ngành Kế toán, kiểm toán; - Độ tuổi dưới 35",0.669,
270,random,30990,13669,Kế Toán Nội Bộ,"Cần Nhân Viên Kinh Doanh, Tư Vấn Bán Hàng","['kế toán tổng hợp', 'phần mềm kế toán misa, Fast', 'kiểm soát chi phí', 'lập báo cáo tài chính nội bộ', 'phân tích số liệu kế toán', 'tuân thủ luật kế toán và thuế']","- Tốt nghiệp cao đẳng, đại học- Sẵn sàng đi công tác- Khả năng giao tiếp tốt, giọng nói dễ nghe, thân thiện, vui vẻ- Kỹ năng đàm phán, tư vấn, thuyết phục khách hàng- Thành thạo tin học văn phòng, soạn thảo văn bản- Kinh nghiệm: 2 năm trở lên- Độ tuổi: 24 - 33- Giới tính: Nam",0.267,
271,high,31686,4147,Thực Tập Sinh Kế Toán,Kế Toán Nội Bộ,"['kiến thức cơ bản về kế toán tài chính', 'sử dụng ms excel', 'cẩn thận, Tỉ mỉ, Trung thực', 'tinh thần học hỏi cao', 'khả năng làm việc nhóm và độc lập', 'tiếng anh cơ bản']","- Chăm chỉ, cẩn thận, có trách nhiệm cao trong công việc.- Tốt nghiệp Đại Học trở lên.- Đã có kinh nghiệm đi làm ít nhất 1 năm trở lên.- Độ tuổi từ 20 đến 35 Tuổi- Kỹ năng vi tính văn phòng tốt, sử dụng thành thạo Word, Excel- Trung thực, nhanh nhẹn, biết sắp xếp và điều phối công việc linh hoạt- Làm việc độc lập và theo nhóm tốt.",0.856,
272,medium,31686,13266,Thực Tập Sinh Kế Toán,CTV Bán Hàng Online Tại Nhà,"['kiến thức cơ bản về kế toán tài chính', 'sử dụng ms excel', 'cẩn thận, Tỉ mỉ, Trung thực', 'tinh thần học hỏi cao', 'khả năng làm việc nhóm và độc lập', 'tiếng anh cơ bản']","Cần Có 1 Trong Các Thiết Bị Liên Quan : Máy Tính ,Điện Thoại , Ipad Có Kết Nối Mạng . - Chăm Chỉ , Có Trách Nhiệm Trong Công Việc Khi Đã Nhận Việc Thành Công. - Đam Mê Kiếm Tiền. - Có Tài Khoản Ngân Hàng/ Ví Điện Tử Để Nhận Lương. - Không Yêu Cầu Tuổi Tác , Một Vĩ Nhân Từng Nói : Tuổi Tác Không Quan Trọng , Quan Trọng Là Làm Nên Việc Hay Không .",0.567,
273,random,31686,6342,Thực Tập Sinh Kế Toán,Phó Phòng Kế Toán,"['kiến thức cơ bản về kế toán tài chính', 'sử dụng ms excel', 'cẩn thận, Tỉ mỉ, Trung thực', 'tinh thần học hỏi cao', 'khả năng làm việc nhóm và độc lập', 'tiếng anh cơ bản']","- Tốt nghiệp Đại học chuyên ngành kế toán, kiểm toán- Có ít nhất 2 năm kinh nghiệm làm Kế toán trưởng hoặc phó phòng kế toán trong các Công ty cổ phần- Có kỹ năng quản lý đội nhóm tốt- Chịu được áp lực công việc",0.235,
274,high,7746,10306,Sinh Viên Năm 2 Trường Đại Học Sư Phạm Thành Phố Hồ Chí Minh,TUYỂN DỤNG NHÂN VIÊN CHUYÊN VIÊN KINH DOANH,"['kỹ năng giao tiếp', 'làm việc nhóm', 'tổ chức sự kiện (sinh viên)', 'khả năng thuyết trình', 'sử dụng tin học văn phòng', 'tinh thần học hỏi & trách nhiệm']","YÊU CẦU ỨNG VIÊN - Trình độ Trung cấp trở lên - Có 1-2 năm kinh nghiệm sale trong ngành truyền thông, quảng cáo, sự kiện, dịch vụ - Trung thực, nhiệt tình, cầu thị, thái độ làm việc nghiêm túc, trách nhiệm trong công việc, chịu được áp lực công việc. - Có kỹ năng phân tích tổng hợp tốt. Giao tiếp tốt và biết cách tạo dựng các mối quan hệ đối ngoại - Biết lên kế hoạch, tổng kết báo cáo - Có khả năng sáng tạo thông điệp truyền thông, Marketing - Có khả năng làm việc độc lập và theo nhóm - Chủ động trong công việc, hỗ trợ đồng nghiệp và có ý thức tốt trong việc chăm sóc khách hàng. - Kỹ năng giao tiếp, thuyết trình, thuyết phục tốt, giọng nói chuẩn dễ nghe, có khả năng thuyết trình trước đám đông, MC -Yêu thích công việc kinh doanh, tư vấn, chăm sóc khách hàng. - Nhanh nhẹn, sáng tạo, xử lý tình huống tốt, sử dụng tin học văn phòng cơ bản, khai thác tốt internet. - Ưu tiên: + Các ứng viên biết tiếng anh & ngoại hình, am hiểu về quảng cáo truyền hình, sản xuất TVC quảng cáo, có mối quan hệ (account) về lĩnh vực quảng cáo trong các đơn vị truyền thông, quảng cáo, giáo dục – đào tạo, kỹ năng, pháp lý, kêu gọi tài trợ… + Các ứng ứng viên có kinh nghiệm trong lĩnh vực truyền thông, báo chí, truyền hình, kinh doanh khai thác tài trợ, quảng cáo.",0.868,
275,medium,7746,7058,Sinh Viên Năm 2 Trường Đại Học Sư Phạm Thành Phố Hồ Chí Minh,Nhân Viên Bán Hàng Theo Ca Lương Cứng Từ 6 Triệu,"['kỹ năng giao tiếp', 'làm việc nhóm', 'tổ chức sự kiện (sinh viên)', 'khả năng thuyết trình', 'sử dụng tin học văn phòng', 'tinh thần học hỏi & trách nhiệm']","Có kinh nghiệm bán hàng, làm dịch vụ. Chú trọng vào trải nghiệm khách hàng. Kỹ năng giao tiếp và dẫn dắt câu chuyện tốt. Là người hướng tới chiều sâu và bình yên. Có phong cách, cá tính riêng. Thích nghi tốt với sự thay đổi liên tục của cửa hàng. Ưu tiên ứng viên có khả năng giao tiếp Tiếng Anh. Có khả năng gắn bó lâu dài",0.538,
276,random,7746,5876,Sinh Viên Năm 2 Trường Đại Học Sư Phạm Thành Phố Hồ Chí Minh,Nhân Viên Chế Độ Chính Sách (Thời Vụ 6 Tháng),"['kỹ năng giao tiếp', 'làm việc nhóm', 'tổ chức sự kiện (sinh viên)', 'khả năng thuyết trình', 'sử dụng tin học văn phòng', 'tinh thần học hỏi & trách nhiệm']","Thành thạo Excel, tin học văn phòng.Tối thiểu 6 tháng kinh nghiệm.Am hiểu luật bảo hiểm Việt Nam và các bộ luật liên quan đến chính sách nhân sự.Chuyên ngành bảo hiểm; Quản trị nhân lực hoặc các chuyên ngành khác liên quan.",0.213,
277,high,4282,2311,Kỹ Thuật Viên,Nhân Viên Xuất Nhập Khẩu,"['sử dụng cơ bản adobe premiere, After effects', 'kiến thức về thiết bị quay phim, Âm thanh, Ánh sáng', 'kỹ năng làm việc nhóm', 'chịu được áp lực công việc cao', 'cẩn thận, Tỉ mỉ']","- Tốt nghiệp Cao đẳng trở lên,- Cẩn thận, nhanh nhẹn, thật thà, có trách nhiệm,- Kỹ năng giao tiếp tốt, năng động, khả năng làm việc dưới áp lực cao,- Không yêu cầu kinh nghiệm, có thể được đào tạo,- Sử dụng thành thạo các kỹ năng tin học văn phòng,- Giới tính Nam.",0.871,
278,medium,4282,8722,Kỹ Thuật Viên,Nhân Viên Điều Phối Tại Quận 2,"['sử dụng cơ bản adobe premiere, After effects', 'kiến thức về thiết bị quay phim, Âm thanh, Ánh sáng', 'kỹ năng làm việc nhóm', 'chịu được áp lực công việc cao', 'cẩn thận, Tỉ mỉ']","Có hiểu biết về mảng bán lẻ hoặc thương mại điện tử là một lợi thếKỹ năng xử lý vấn đề và suy nghĩ logicCó tinh thần làm việc nhóm và tính trách nhiệm caoCó thể làm việc theo ca & cuối tuầnKỹ năng máy tính tốt, đặc biệt là ExcelTốt nghiệp Đại học/ Cao đẳng.",0.632,
279,random,4282,9071,Kỹ Thuật Viên,Nhân Viên Bán Hàng Bình Dương (Lương Đến 10 Triệu/Tháng),"['sử dụng cơ bản adobe premiere, After effects', 'kiến thức về thiết bị quay phim, Âm thanh, Ánh sáng', 'kỹ năng làm việc nhóm', 'chịu được áp lực công việc cao', 'cẩn thận, Tỉ mỉ']","Nam/Nữ từ 20 - 28 tuổiNăng động, máu lửa, nhiệt huyếtCó kinh nghiệm bán hàng là một lợi thế, có khả năng giao tiếp tốtCó khả năng sử dụng máy tính cơ bảnTốt nghiệp Trung cấp trở lên",0.24,
280,high,23098,2363,Lao Động Phổ Thông,Nhân Viên Trực Page ( Sales Online Sàn Thương Mại Điện Tử ) - Thu Nhập 7 - 8 Triệu,"['sức khỏe tốt', 'trung thực', 'chăm chỉ', 'khả năng làm việc nhóm', 'tuân thủ quy định', 'tinh thần học hỏi', 'chịu khó']","- Nữ, tuổi từ 18 đến 26 tuổi, có sức khỏe tốt.. - Kỹ năng giao tiếp tốt, thành thạo vi tính văn phòng.. - Thành thạo cách sử dụng các trang thương mại điện tử như shopee, tiki, facebook, website …. - Trung thực, chăm chỉ, nhanh nhẹn. (Biết Tiếng Anh là 1 lợi thế)",0.92,
281,medium,23098,3380,Lao Động Phổ Thông,System Admin (IT Server) (10-20 Triệu) - Phỏng Vấn Online,"['sức khỏe tốt', 'trung thực', 'chăm chỉ', 'khả năng làm việc nhóm', 'tuân thủ quy định', 'tinh thần học hỏi', 'chịu khó']","Thành thạo Linux, Raid & Quản trị Nginx, MongoDB. Có kinh nghiệm tối thiểu > 2 năm ở vị trí tương đương. Chăm chỉ, nhiệt tình, cẩn thận. Có laptop cá nhân để làm việc",0.661,
282,random,23098,7444,Lao Động Phổ Thông,Nhân Viên Kế Toán Thuế,"['sức khỏe tốt', 'trung thực', 'chăm chỉ', 'khả năng làm việc nhóm', 'tuân thủ quy định', 'tinh thần học hỏi', 'chịu khó']","Tốt nghiệp chuyên ngành kế toán, kiểm toánTrình độ: Từ cao đẳng trở lên;Hộ khẩu thường trú: Bắc Giang, Hưng YênƯu tiên: Tốt nghiệp khá, giỏi, thành thạo tin học văn phòng và phần mềm kế toán;Có tinh thần nhiệt huyết, hằng say lao động là một lợi thế.",0.183,
283,medium,1629,13960,Nhân Viên Kinh Doanh,Kế toán viên,"['tìm kiếm và tiếp cận khách hàng tiềm năng', 'tư vấn, Giới thiệu sản phẩm', 'chăm sóc khách hàng sau bán hàng', 'đàm phán và chốt hợp đồng', 'sử dụng phần mềm crm']","•Nữ tuổi từ 21-35. Tốt nghiệp Trung cấp/Cao đẳng/Đại học chuyên ngành kế toán. •Chấp nhận sinh viên mới ra trường. Ưu tiên: Kinh nghiêm 1 năm ở vị trí tương đương. •Biết sử dụng máy tính, thành thạo tin học văn phòng, word, excel. •Biết sử dụng phần mềm Misa. •Trung thực, thật thà, cẩn thận. •Nhạy bén với số liệu là một lợi thế. •Ưu tiên ứng viên có kinh nghiệm về sản xuất gia công",0.71,
284,random,1629,2099,Nhân Viên Kinh Doanh,Chemical Sales Executive - HCM,"['tìm kiếm và tiếp cận khách hàng tiềm năng', 'tư vấn, Giới thiệu sản phẩm', 'chăm sóc khách hàng sau bán hàng', 'đàm phán và chốt hợp đồng', 'sử dụng phần mềm crm']","University diploma in chemistry is requiredHave Sales experienceStrong written and verbal communication skillsGood presentation and negotiation skillsProblem-solving skill & Teamwork spiritEnthusiasm, dynamic, passionate in sales",0.316,
285,high,23163,2705,Phóng Viên,Nhân Viên Thiết Kế (Nội - Ngoại Thất),"['kỹ năng phỏng vấn và thu thập thông tin', 'viết tin bài báo chí ( phóng sự, Tin tức, Phỏng vấn)', 'biên tập và dựng video cơ bản', 'sử dụng thiết bị quay chụp chuyên nghiệp', 'kỹ năng giao tiếp và xử lý tình huống', 'nắm vững đạo đức nghề báo']","- Tốt nghiệp Đại học hoặc Cao đẳng các chuyên ngành thiết kế, chế tạo máy, cơ điện tử hoặc chuyên ngành tương đương khác.- Ưu tiên hiểu biết về máy móc trong sản xuất đồ gỗ, gia công áp lực (đột, dập).- Sử dụng tốt phần mềm thiết kế 2D, 3D: AutoCAD, Solidwork…- Khả năng đọc và dịch tài liệu tiếng anh liên quan đến chuyên môn.- Thành thạo tin học văn phòng.- Kỹ năng lập kế hoạch và tổ chức thực hiện công việc.- Kỹ năng làm việc theo nhóm và làm việc độc lập.- Kỹ năng nghiên cứu, phân tích, tổng hợp, báo cáo.- Có ít nhất 2 năm kinh nghiệm ở vị trí nhân viên thiết kế, kinh nghiệm thiết kế các sản phẩm nội – ngoại thất về gỗ/ thép/ Rattan sofa range.- Trung thực, cẩn thận, tinh thần trách nhiệm cao, chủ động trong công việc, chịu được áp lực công việc.",0.926,
286,medium,23163,2579,Phóng Viên,Giám Đốc Nhân Sự,"['kỹ năng phỏng vấn và thu thập thông tin', 'viết tin bài báo chí ( phóng sự, Tin tức, Phỏng vấn)', 'biên tập và dựng video cơ bản', 'sử dụng thiết bị quay chụp chuyên nghiệp', 'kỹ năng giao tiếp và xử lý tình huống', 'nắm vững đạo đức nghề báo']","Yêu cầu đối với ứng viênVề Diện mạo- Thông minh nhanh nhẹn.- Nhìn có chiều sâu, đáng tin cậy.- Nhìn thân thiện dễ gần.Về Phẩm chất- Năng lượng, hào sảng.- Hy sinh, bao dung nhưng không bao che.Về Tư duy- Tổng quát.- Logic.- Nhạy bén (nhanh chóng tìm ra lời giải cho một vấn đề).Về Kỹ năng- Nắm bắt tâm lý đọc vị người khác.- Các kỹ năng mềm tốt đặc biệt kỹ năng giao tiếp, thuyết trình truyền cảm hứng.- Kỹ năng hoạch định lập chiến lược, kế hoạch mạch lạc rõ ràng dễ hiểu.Về Kiến thức- Tâm lý học, xã hội học.- Kiến thức sâu rộng về nhân sự là hiển nhiên.- Hiểu biết rộng về nhiều khía cạnh kinh tế, xã hội, chính trị,…Về Kinh nghiệm làm việc- Tối thiểu 8 năm kinh nghiệm trong lĩnh vực nhân sự.- Có kinh nghiệm trong một số lĩnh vực tâm lý học, kinh doanh,.. là 1 lợi thế.Yếu tố phù hợp văn hóaCó phẩm chất đạo đức tốt. Luôn nghĩ, phấn đấu làm điều tốt cho chính bản thân và tổ chức.Hòa đồng, không có tâm tham lam, đố kỵ, ngạo mạn.Trung thực, chân thành.Luôn nghĩ mình còn thiếu nhiều kiến thức để khiêm tốn học hỏi.Dí dỏm và hài hước.",0.73,
287,random,23163,13668,Phóng Viên,02 nhân viên kế toán tại KCN Quế Võ 1,"['kỹ năng phỏng vấn và thu thập thông tin', 'viết tin bài báo chí ( phóng sự, Tin tức, Phỏng vấn)', 'biên tập và dựng video cơ bản', 'sử dụng thiết bị quay chụp chuyên nghiệp', 'kỹ năng giao tiếp và xử lý tình huống', 'nắm vững đạo đức nghề báo']","3 năm kinh nghiệm liên quan, ưu tiên trong các công ty sản xuất có vốn đầu tư nước ngoài. Kỹ năng và Khả năng Kiến thức: - Tiếng Anh giao tiếp cơ bản - Sẵn sàng làm việc chăm chỉ, ham học hỏi, đồng đội - Sáng kiến, trung thực, trách nhiệm cao và kỹ năng quản lý tốt. - Trình độ tin học: Word, Excel. - CV bằng tiếng Anh là bắt buộc.",0.206,
288,medium,4507,3766,Nhân Viên Y Tế,"Nhân Viên Kế Toán Bán Hàng, Kho, Công Nợ","['chăm sóc bệnh nhân chuyên sâu', 'thực hiện y lệnh của bác sĩ', 'kỹ năng tiêm truyền, Lấy máu thành thạo', 'tư vấn sức khỏe', 'xử lý tình huống cấp cứu cơ bản']","- 2 năm kinh nghiệm làm kho, công nợ- Thi hành nghiệp vụ chính xác và đúng qui định, nắm vững các kiến thức chuyên môn về kế toán.. - Kỹ năng giao tiếp, sắp xếp công việc và quản lý chứng từ tốt.. - Thành thạo vi tính văn phòng, thành thạo MS Word, Excel, phần mềm kế toán.. - Cần mẫn, cẩn thận, có trách nhiệm với công việc.. - Có sức khỏe tốt, nhanh nhẹn, hoạt bát, trung thực, nghiêm túc trong công việc.. - Đam mê công việc,hòa đồng.. - Cẩn thận, Trung thực, trách nhiệm.",0.587,
289,random,4507,13294,Nhân Viên Y Tế,Tuyển dụng Nhân viên Chăm sóc Khách hàng văn phòng,"['chăm sóc bệnh nhân chuyên sâu', 'thực hiện y lệnh của bác sĩ', 'kỹ năng tiêm truyền, Lấy máu thành thạo', 'tư vấn sức khỏe', 'xử lý tình huống cấp cứu cơ bản']","YÊU CẦU ỨNG VIÊN: ● Độ tuổi : 18 - 30. ● Không yêu cầu bằng cấp, kinh nghiệm, ngoại hình. ● Có giọng nói rõ ràng, dễ nghe. ● Có trách nhiệm với công việc.",0.317,
290,medium,168,7426,Tuyển Dụng Và Chăm Sóc Streamer,Nhân Viên Kinh Doanh,"['tuyển dụng và đào tạo', 'quản lý nhân tài (talent management)', 'kỹ năng đàm phán hợp đồng', 'phân tích xu hướng thị trường (livestream, Social media)', 'lập kế hoạch sự kiện']","- Tốt nghiệp Cao Đẳng trở lên chuyên ngành có liên quan (Ngành ngôn ngữ Anh, ngành quản trị kinh doanh, ngành xuất nhập khẩu,..)- Kinh nghiệm làm việc trong lĩnh vực: không yêu cầu- Sử dụng thành thạo Tiếng Anh 4 kỹ năng và các chương trình Word, Excel, P.point- Có khả năng thuyết trình, và giao tiếp tốt- Có khả năng làm việc độc lập, và làm việc theo đội nhóm.- Có khả năng lập kế hoạch, kiểm soát tiến độ công việc.",0.604,
291,random,168,7893,Tuyển Dụng Và Chăm Sóc Streamer,"Nhân Viên Đứng Máy In Kỹ Thuật Số , In Uv","['tuyển dụng và đào tạo', 'quản lý nhân tài (talent management)', 'kỹ năng đàm phán hợp đồng', 'phân tích xu hướng thị trường (livestream, Social media)', 'lập kế hoạch sự kiện']","Sử dụng máy tính thành thạoTrình độ từ 12/12 trở lênTrung thực, nhanh nhẹn, làm được trong môi trường năng động.",0.255,
292,medium,27197,4354,Thực Tập Về Thợ Máy,Nhân Viên Tư Vấn Du Học Và Xử Lý Hồ Sơ Tại Quận 1 - Hồ Chí Minh,"['đam mê kỹ thuật ô tô, Xe máy', 'sẵn sàng học hỏi', 'kỹ năng quan sát và phân tích cơ bản', 'làm việc nhóm', 'cẩn thận, Tỉ mỉ', 'thực hành cơ khí cơ bản']","1. Tốt nghiệp đại học trở lên;. 2. Có kỹ năng giao tiếp tốt và yêu thích làm việc trong môi trường giáo dục;. 3. Thành thạo Microsoft Office. 4. Có thể sử dụng tiếng Anh tốt (viết và nói) IELTS 5.5 – 6.0. 5. Trẻ trung, năng động và nhiệt huyết.",0.583,
293,random,27197,12380,Thực Tập Về Thợ Máy,[TOPS MARKET THẢO ĐIỀN] - NHÂN VIÊN QUẦY,"['đam mê kỹ thuật ô tô, Xe máy', 'sẵn sàng học hỏi', 'kỹ năng quan sát và phân tích cơ bản', 'làm việc nhóm', 'cẩn thận, Tỉ mỉ', 'thực hành cơ khí cơ bản']","Kiến thức - Kiến thức về kế toán hoặc ngân hàng Kỹ năng chuyên môn - Nghiệp vụ thu ngân Kỹ năng mềm - Quản lý thời gian - Làm việc nhóm - Giao tiếp, giải quyết tình huống",0.326,
294,random,3736,1769,….,Giám Sát Thị Trường,"['pha chế cơ bản (cà phê, Trà, Sinh tố)', 'kỹ năng phục vụ', 'giao tiếp với khách hàng', 'chăm chỉ, Ham học hỏi', 'vệ sinh quầy bar']","- Ưu tiên đã từng quản lý giám sát/ leader các dự án về Retail audit, Merchandising, Survey, Marketing research, activation- Có kinh nghiệm hiểu biết về nghiệp vụ và hoạt động kinh doanh của thị trường bán lẻ ngành hàng tiêu dùng- Biết lập kế hoạch giám sát và quản lý dự án.- Chủ động trong công việc, có thể đi công tác theo yêu cầu từ quản lý trực tiếp",0.123,
295,random,39969,7290,Telesales,Leader Marketing - Tại Hồ Chí Minh,"['giao tiếp qua điện thoại', 'kỹ năng lắng nghe và đặt câu hỏi', 'thuyết phục và chốt sales cơ bản', 'xử lý từ chối', 'nghiên cứu thông tin sản phẩm', 'kiên trì và chịu áp lực']","- Không yêu cầu giới tính, trong độ tuổi lao động, sức khỏe tốt.- Tốt nghiệp CĐ/ĐH các chuyên ngành Marketing, thương mại.- Vi tính văn phòng, có kinh nghiệm bán hàng trên các kênh E-Commerce: Lazada, tiki, shoppee, facebook- Nhanh nhẹn, chịu khó, có trách nhiệm và có khả năng chịu đựng được áp lực cao.- Có kinh nghiệm trong lĩnh vực thực phẩm, hàng tiêu dùng hoặc bán lẻ.",0.156,
296,medium,31822,7032,Nhân Viên Tư Vấn Và Thực Tập Sinh Logistics,Trưởng Nhóm Quản Lý Học Viên (Chi Nhánh Online),"['quản lý kho hàng', 'vận hành chuỗi cung ứng', 'phân tích dữ liệu logistic', 'sử dụng phần mềm quản lý (erp, Wms)', 'giải quyết vấn đề', 'kỹ năng giao tiếp khách hàng']","- Tốt nghiệp Đại học các chuyên ngành liên quan đến Tiếng Anh/Sư phạm tiếng Anh,...- Có kinh nghiệm giảng dạy tiếng Anh hoặc có kinh nghiệm làm leader tại các tổ chức giáo dục.- Có tư duy tốt, có kỹ năng tạo lập và triển khai kế hoạch.- Giao tiếp tốt bằng cả tiếng Anh và tiếng Việt.- Năng động, linh hoạt trong công việc, có khả năng kết nối.- Khả năng giải quyết vấn đề nhanh nhạy.- Có kỹ năng thương lượng tốt.- Làm việc theo nhóm và làm việc độc lập.",0.579,
